Title,URL,First published,State,Total
The Clicker Technique: Promoting Learning and Generalization while Conserving Teaching Time,http://scholar.colorado.edu/psyc_gradetds/14,2016-04-28,published,9
The Cloud Feedback Model Intercomparison Project (CFMIP) contribution to CMIP6,http://scholar.colorado.edu/atoc_facpapers/18,2018-03-27,published,4
The Co-Use of Methamphetamine and Alcohol: Behavioral and Neurobiological Effects,http://scholar.colorado.edu/honr_theses/1091,2016-05-10,published,49
The Cognitive Correlates of Aspect and the English Present Perfect,http://scholar.colorado.edu/cril/vol14/iss1/7,2018-09-22,published,1
The Coinage of the Peloponnese Under Septimius Severus,http://scholar.colorado.edu/clas_gradetds/7,2016-12-16,published,46
The Coinage of the Peloponnese Under Septimius Severus,http://scholar.colorado.edu/clas_gradetds/6,2016-12-15,withdrawn,3
The Coincident Coherence of Extreme Doppler Velocity Events with p-mode Patches in the Solar Photosphere,http://scholar.colorado.edu/honr_theses/1664,2018-08-13,published,9
The Collaborative Learning Framework: Scaffolding for Untrained Peer-to-Peer Collaboration,http://scholar.colorado.edu/atlas_gradpapers/3,2018-09-11,published,8
"The Colonial Heritage of Mestizaje in Granada, Nicaragua",http://scholar.colorado.edu/anth_gradetds/56,2017-08-12,published,30
The Colorado University System for Writing the Lakhota Language,http://scholar.colorado.edu/cril/vol4/iss1/5,2018-09-28,published,2
"The Combination of Aging and Inflammation Interact to Produce Specific Changes in BDNF Protein Isoform Expression, BDNF-Dependent Signaling and Hippocampal Synaptic Plasticity",http://scholar.colorado.edu/psyc_gradetds/107,2017-08-19,published,4
The Combinatorial Geometry of Rook Polytopes,http://scholar.colorado.edu/honr_theses/1277,2017-05-03,published,86
The Comic Book as Complex Narrative: Discursive Construction of Referential Truth in Art Spiegelman's Maus and Marjane Satrapi's Persepolis,http://scholar.colorado.edu/honr_theses/43,2014-06-06,published,75
The Coming of Age of the Virtual Teacher: The Impact of Online Teaching on Higher Education Faculty's Professional Identity and the Role of Technology,http://scholar.colorado.edu/atlas_gradetds/10,2017-08-09,published,16
"The Communicative Accomplishment of Knowledge in Collaborative Work: Texts, Conversations, and Social Material Practices",http://scholar.colorado.edu/comm_gradetds/82,2018-11-01,published,7
The Compatible Solute Glycerol as a Photosynthetic Sink and Energy Carrier in Freshwater and Marine Chlamydomonas,http://scholar.colorado.edu/ebio_gradetds/83,2017-05-26,published,14
The Competing Discourses of Care at the End of Life,http://scholar.colorado.edu/comm_gradetds/9,2016-06-23,published,3
The Complexity of Peace: A Case Study of the Peaceful Islamic-Christian Coexistence in Senegal,http://scholar.colorado.edu/honr_theses/896,2015-04-30,published,175
"The Concept of the State in Marx, and Engels: A re-examination",http://scholar.colorado.edu/print_theses/159,2015-07-08,published,14
The Concrete Clock Runs on Blood,http://scholar.colorado.edu/engl_gradetds/78,2017-03-30,withdrawn,11
The Conference on World Affairs Archive Online: Digitization and Metadata for a Digital Audio Pilot,http://scholar.colorado.edu/libr_facpapers/41,2015-07-06,published,9
The Connection Machine (CM-2): An Introduction ; CU-CS-615-92,http://scholar.colorado.edu/csci_techreports/590,2014-08-27,published,2
The Connectionist Scientist Game: Rule Extraction and Refinement in a Neural Network ; CU-CS-530-91,http://scholar.colorado.edu/csci_techreports/510,2014-08-27,published,8
"The Conquest of the Place of Flame: Indigenous Daily Life at Late Pre-Hispanic and Early Colonial Achiutla, Oaxaca, Mexico",http://scholar.colorado.edu/anth_gradetds/50,2017-05-09,published,12
The Constituent Structure of Connectionist Mental States: A Reply to Fodor and Pylyshyn ; CU-CS-394-88,http://scholar.colorado.edu/csci_techreports/377,2014-08-27,published,2
The Construction of Meaning: The role of context in corpus-based approaches to language modeling,http://scholar.colorado.edu/csci_gradetds/10,2016-04-27,published,59
The Construction of Time and Space in Gargantua et Pantagruel and Gravity's Rainbow,http://scholar.colorado.edu/coml_gradetds/38,2017-08-31,published,26
"The Constructive Imagination: Life of Pi, Historio",http://scholar.colorado.edu/honr_theses/592,2014-07-24,published,406
The Consumption of Lionfish as a Control of an Invasive Species in Bermuda,http://scholar.colorado.edu/honr_theses/1045,2016-05-09,published,249
"The Convergence of Digital Literature and Net Art: Networked Creation, Distribution, and Operation",http://scholar.colorado.edu/engl_gradetds/60,2017-02-17,published,3
"The Converted Menace: Morisco Transformation, Resistance, and Revolution in Sixteenth-Century Granada",http://scholar.colorado.edu/rlst_gradetds/35,2017-04-05,published,26
The Coolness Effect: What does your face say about you?,http://scholar.colorado.edu/honr_theses/119,2014-06-06,published,61
The Coordination of Movement from Motor Units to Muscle Synergies,http://scholar.colorado.edu/iphy_gradetds/80,2018-11-01,published,18
The Cosmic Twilight Polarimeter: a Model-Independent Approach to Constrain the Synchrotron Foreground Spectrum for Global 21-cm Cosmology,http://scholar.colorado.edu/astr_gradetds/59,2018-11-01,published,1
The Cosmos of Duty is not in Chaos: a Defense of the Unity of Practical Reasons,http://scholar.colorado.edu/phil_gradetds/19,2016-09-02,published,13
The Costs and Benefits of Transitioning from Reactive to Proactive Control in Young Children,http://scholar.colorado.edu/honr_theses/177,2014-06-06,published,8
The Costs of Anthropogenic Noise on a Community of Birds in a Piñon-Juniper Woodland,http://scholar.colorado.edu/ecen_gradetds/144,2017-10-13,published,8
The Costs of Anthropogenic Noise on a Community of Birds in a Piñon-Juniper Woodland,http://scholar.colorado.edu/ebio_gradetds/95,2017-10-11,published,8
The Creation of Expressionism: Kurt Pinthus the Glaneur and Menschheitsdämmerung,http://scholar.colorado.edu/gsll_gradetds/26,2017-10-31,published,22
The Creation of Expressionism: Kurt Pinthus the Glaneur and Menschheitsdämmerung,http://scholar.colorado.edu/gsll_gradetds/34,2018-12-06,published,0
The Creeping Motion and Deformation of Drops in Solid Constrictions,http://scholar.colorado.edu/chbe_gradetds/12,2016-06-29,published,22
The Crisis of Social Change for Simple Livers: How a Faith-Based Organization and its Members Affect the Voluntary Simplicity Movement,http://scholar.colorado.edu/socy_gradetds/29,2017-01-17,published,13
The Crowdrouter Framework: Addressing Issues of Software Design in Support of Crowdwork,http://scholar.colorado.edu/csci_gradetds/116,2017-05-22,published,13
The Cryogenic Buffer Gas Beam and the Spectroscopy of Carbon Clusters,http://scholar.colorado.edu/phys_ugrad/1,2017-04-24,published,16
The Cryogenic Buffer Gas Beam and the Spectroscopy of Carbon Clusters,http://scholar.colorado.edu/honr_theses/1492,2017-05-09,published,7
The Crystal Structure and Genesis of the Gold Telluride Minerals,http://scholar.colorado.edu/honr_theses/705,2014-07-24,published,51
The D3 Pharmacovigilance System: Characterization of Drug-Drug Interactions by Statistical Inference Based on Big Data Mining and Semantic Web Technologies,http://scholar.colorado.edu/csci_gradetds/106,2017-04-22,published,100
The DAVE System User's Manual ; CU-CS-106-77,http://scholar.colorado.edu/csci_techreports/104,2014-08-27,published,1
The DINO Parallel Programming Language ; CU-CS-457-90,http://scholar.colorado.edu/csci_techreports/439,2014-08-27,published,1
The DUDE Runtime System: An Object-Oriented Macro-Dataflow Approach to Integrated Task and Object Parallelism ; CU-CS-779-95,http://scholar.colorado.edu/csci_techreports/733,2014-08-27,published,4
"The Dark Ecology of William Gibson's Neuromancer: Technology, Object-Oriented Ontology, and the Dawning of Entanglement",http://scholar.colorado.edu/coml_gradetds/40,2017-08-31,published,34
The Dark Side of Compassion,http://scholar.colorado.edu/honr_theses/1224,2016-05-13,published,102
The Death of Superman: Superheroes in Contemporary Hollywood,http://scholar.colorado.edu/honr_theses/883,2015-04-30,published,475
The Decline of Violence and the Rise of Silent Warfare,http://scholar.colorado.edu/honr_theses/425,2014-06-23,published,19
The Decline of Women’s Rights in Turkey: Is it Political Islam...or Tayyip?,http://scholar.colorado.edu/honr_theses/1069,2016-05-10,published,255
"The Deglacial History and Paleoceanography of the Umanak System, West Greenland",http://scholar.colorado.edu/geol_gradetds/63,2016-12-15,published,3
The Degree of Genetic Overlap between Dietary Restriction and Hormesis,http://scholar.colorado.edu/honr_theses/606,2014-07-24,published,18
The Dentition of Cypriniform Fishes as a Model for the Nature of Developmental Constraints on Evolution,http://scholar.colorado.edu/ebio_gradetds/2,2015-02-26,published,30
The Denver Museum of Nature and Science and the Denver Art Museum: A Comparative Study of Repatriation,http://scholar.colorado.edu/honr_theses/1436,2017-05-04,published,120
The Deployment of Scientific Packages to Asteroid Surfaces,http://scholar.colorado.edu/asen_gradetds/6,2015-05-22,published,32
The Derivation and Implications of a Master Code of Accounts for Mechanical Piping Systems,http://scholar.colorado.edu/cven_gradetds/342,2018-08-10,published,1
The Design and Evaluation of a Pediatric Cardiothoracic Camera System for Identification and Repair of Ventricular Septal Defects,http://scholar.colorado.edu/mcen_gradetds/23,2016-07-06,published,6
The Design and Transformation of Biofundamentals: A Nonsurvey Introductory Evolutionary and Molecular Biology Course.,http://scholar.colorado.edu/mcdb_facpapers/31,2018-02-15,published,4
The Design of a Simulation System for Persistent Object Storage Management ; CU-CS-647-93,http://scholar.colorado.edu/csci_techreports/621,2014-08-27,published,1
"The Design, Implementation and Performance Evaluation of Xylophone: A Scalable QoS-enabled WiFi Locator Service ; CU-CS-1072-10",http://scholar.colorado.edu/csci_techreports/1001,2014-08-27,published,12
"The Design, Synthesis, and Testing for Inhibition of Polymyxins Resistance Protein, Arna, and the Conversion of Esters to Acid Chlorides Using Thionyl Chloride",http://scholar.colorado.edu/chem_gradetds/241,2018-05-22,published,11
The Detection and Impact of Low Cognitive Effort Survey Responses,http://scholar.colorado.edu/educ_gradetds/120,2019-01-28,published,2
The Detection of Anomalous Interprocedural Data Flow ; CU-CS-090-76,http://scholar.colorado.edu/csci_techreports/88,2014-08-27,published,3
The Determinants of Food Security in Rural Ethiopia: An empirical analysis of the effect of food aid on households,http://scholar.colorado.edu/honr_theses/14,2014-06-04,published,290
The Determinants of Health: Nutritional Methods and Quantitative Analysis of Supermarket Produce Quality Variation across Socioeconomic Areas and Season,http://scholar.colorado.edu/anth_gradetds/48,2017-04-16,published,10
"The Determinants of Social Expenditures in the Middle East: Oil, Taxes and Electoral Fraud",http://scholar.colorado.edu/psci_gradetds/18,2016-09-13,published,22
The Development and Use of Scaffolded Design Tools for Interactive Music,http://scholar.colorado.edu/atlas_gradetds/14,2017-09-28,published,14
"The Development and Use of a Theory of Change to Align Programs and Evaluation in a Complex, National Initiative",http://scholar.colorado.edu/atlas_facpapers/3,2019-01-24,published,4
The Development of Chemoattractant Plumes in Complex Flows and the Role of the Chemotactic Strategies Employed by Sperm to Navigate the Plumes to Fertilize an Egg,http://scholar.colorado.edu/cven_gradetds/325,2018-07-19,published,0
The Development of Lexical-Semantic Skills in Early Sequential Cantonese-English Bilingual Children,http://scholar.colorado.edu/slhs_gradetds/16,2016-10-14,published,41
The Development of a Microbiome Reference that Spans Thousands of Individuals,http://scholar.colorado.edu/csci_gradetds/104,2017-04-13,published,14
The Development of a Sampling Hadronic Calorimeter for the sPHENIX Collaboration and the Detection of Event Pile-up at PHENIX,http://scholar.colorado.edu/honr_theses/1464,2017-05-04,published,24
"The Dialectics of Culture: Immigration, Multiculturalism and Equality in the European Union and Spain",http://scholar.colorado.edu/comm_gradetds/28,2016-09-23,published,10
The Dialogic Emergence of ‘Truth’ in Politics: Reproduction and Subversion of the ‘War on Terror’ Discourse,http://scholar.colorado.edu/cril/vol21/iss1/1,2018-09-19,published,9
The Dietary Ecology of Ring-Tailed Lemurs As Reflected By δ13C and δ15N Stable Isotope Values,http://scholar.colorado.edu/anth_gradetds/46,2017-03-30,published,8
The Diffeomorphism Group Approach to Vorticity Model Equations,http://scholar.colorado.edu/math_gradetds/48,2017-10-01,published,10
The Diorama and the Book in the Romantic Era and Nineteenth Century (1780-1860): “Still Craving Combinations of New Forms”,http://scholar.colorado.edu/engl_gradetds/65,2017-02-22,published,8
"The Disintegration of Ottoman-Armenian Relations in the Tanzimat and Hamidian Periods, 1839-1896",http://scholar.colorado.edu/honr_theses/648,2014-07-24,published,62
The Dissemination of Mindfulness-based Therapies: A Pilot Study Training Clinicians to use the 3-Minute Breathing Space Practice,http://scholar.colorado.edu/honr_theses/225,2014-06-06,published,19
The Doctrine of Equality of States and the New Nations,http://scholar.colorado.edu/print_theses/168,2015-07-08,published,12
"The Domestic War on Terror: Surveillance, Media and Police Militarization at Protests",http://scholar.colorado.edu/media_gradetds/2,2017-12-07,published,28
The Dream Continues: American New Play Development in the Twenty-­First Century,http://scholar.colorado.edu/thtr_gradetds/1,2015-03-12,published,36
The Drosophila Receptor Tyrosine Kinase Tie Instructs Function of the bantam MicroRNA in the Response to Ionizing Radiation,http://scholar.colorado.edu/mcdb_gradetds/10,2016-10-07,published,6
The Duties of an Artist,http://scholar.colorado.edu/phil_facpapers/5,2018-09-25,published,0
The Dynamic Vertex Minimum Problem and Its Application to Clustering-Type Approximation Algorithms ; CU-CS-928-02,http://scholar.colorado.edu/csci_techreports/873,2014-08-27,published,0
The Dynamics of Near-Surface Dust on Airless Bodies,http://scholar.colorado.edu/asen_gradetds/48,2016-09-23,published,21
The Dynamics of Presidential Control and Agency Compliance,http://scholar.colorado.edu/psci_gradetds/34,2017-02-21,published,5
The E-Plane Taper Junction in Rectangular Waveguider,http://scholar.colorado.edu/elmimi/57,2014-10-10,published,3
The Ecocritical Carnivalesque of Mason & Dixon: Thomas Pynchon's Environmental Vision,http://scholar.colorado.edu/honr_theses/1258,2016-11-21,published,196
"The Ecology and Conservation of Black-shanked Doucs (Pygathrix nigripes) in Cat Tien National Park, Vietnam",http://scholar.colorado.edu/anth_gradetds/32,2017-02-09,published,32
"The Ecology of Aquatic Macroinvertebrates:  Understanding Interactions Among Drought, Introduced Fishes, and Parasites",http://scholar.colorado.edu/ebio_gradetds/89,2017-10-01,published,8
"The Ecology of Information Literacy: Modes of Inquiry, Location, and Assessment in a Biology Department’s Writing Class",http://scholar.colorado.edu/libr_facpapers/115,2018-05-16,published,56
The Econometrics Of Corporate Governance Studies,http://scholar.colorado.edu/books/161,2017-08-30,published,3
The Economic Geography of Race in Post-Conquest Brazil,http://scholar.colorado.edu/econ_gradetds/14,2016-06-23,published,16
The Economic Impact of Wind Power Development,http://scholar.colorado.edu/honr_theses/198,2014-06-06,published,20
The Economic Impact of the European Union on Subnational Separatist Sentiment,http://scholar.colorado.edu/honr_theses/174,2014-06-06,published,43
The Edge Admittance of a Wide Microstrip Patch Seen by an Obliquely Incident Wave,http://scholar.colorado.edu/elmimi/107,2014-10-10,published,5
The Edge of the Universe,http://scholar.colorado.edu/engl_gradetds/53,2017-02-01,published,8
"The Edible Eighteenth Century: Eating, Dining, and Digesting in Literature from Defoe to Austen",http://scholar.colorado.edu/engl_gradetds/83,2017-05-22,published,12
The Educational Research that Reaches the Public Via the News Media: Who Produces it and How it Gets There,http://scholar.colorado.edu/educ_gradetds/29,2016-11-18,published,15
The Effect of Added Pole Mass on the Metabolic Cost of  Cross-Country Skiing,http://scholar.colorado.edu/iphy_gradetds/70,2018-10-11,published,0
The Effect of Amenities on Local Wage Distributions and the Migratory Response to Racial Wage Disparity,http://scholar.colorado.edu/econ_gradetds/20,2016-07-21,published,23
The Effect of Amplification on Cortical Synchrony in Children with Auditory Neuropathy Spectrum Disorder (ANSD),http://scholar.colorado.edu/honr_theses/939,2015-04-30,published,81
The Effect of Blocked Versus Random Practice on Nonword Acquisition and Retention,http://scholar.colorado.edu/slhs_gradetds/8,2016-08-17,published,57
The Effect of Changing Sea Ice on the Vulnerability of Arctic Coasts,http://scholar.colorado.edu/libr_oafund/5,2014-08-13,published,20
The Effect of Climate Change on Water Markets in Colorado,http://scholar.colorado.edu/honr_theses/151,2014-06-06,published,14
The Effect of Cochlear Implantation on the Vestibular Evoked Myogenic Potential Response in Children and Adults,http://scholar.colorado.edu/slhs_gradetds/4,2016-07-15,published,45
The Effect of Cognitive Engagement on Physiological Sleepiness and Simulated Driving Performance during Acute Sleep Deprivation,http://scholar.colorado.edu/honr_theses/642,2014-07-24,published,17
The Effect of Corporate Female Leadership on Company Performance,http://scholar.colorado.edu/honr_theses/1546,2018-05-21,published,93
The Effect of Dietary Zinc on Vascular Function with Aging,http://scholar.colorado.edu/honr_theses/408,2014-06-23,published,85
The Effect of Discretion in Accounting Standards on Financial Reporting Comparability,http://scholar.colorado.edu/acct_gradetds/7,2017-04-10,withdrawn,28
The Effect of Dominant Airlines and Dominated Routes on the Timeliness and Reliability of Flights,http://scholar.colorado.edu/honr_theses/61,2014-06-06,published,44
The Effect of Dose Rate on the Survival of S3 HeLa Cells Exposed to Cobalt 60 Gamma Radiation,http://scholar.colorado.edu/print_theses/76,2015-07-08,published,4
The Effect of Estimation Methods on Weather-Index,http://scholar.colorado.edu/honr_theses/715,2014-07-24,published,14
The Effect of Exercise on Nicotine Consumption in Adult C57BL/6J Mice,http://scholar.colorado.edu/iphy_gradetds/34,2017-02-19,published,9
"The Effect of Extended Practice on EMG, Kinematics and Accuracy in Dominant and Non-dominant Dart Throwing",http://scholar.colorado.edu/honr_theses/215,2014-06-06,published,15
The Effect of Fathers Upon Direct Nursing Care of Labor Patients,http://scholar.colorado.edu/print_theses/98,2015-07-08,published,0
The Effect of Fiction on Marginalized and Disenfranchised Peoples,http://scholar.colorado.edu/honr_theses/1138,2016-05-12,published,71
The Effect of Fluorescent Labeling on Structural Dynamics and Catalysis of the Schistosoma mansoni Hammerhead Riboszyme,http://scholar.colorado.edu/chem_gradetds/123,2017-02-19,published,8
The Effect of Focus of Attention on Learning to Kick in Taekwondo,http://scholar.colorado.edu/honr_theses/1032,2016-05-09,published,84
The Effect of Focus of Attention on Novice and Expert Martial Artists,http://scholar.colorado.edu/iphy_gradetds/58,2017-10-31,published,11
The Effect of Focus of Attention on Novice and Expert Martial Artists,http://scholar.colorado.edu/iphy_gradetds/86,2018-12-06,published,0
The Effect of GDP per capita on Renewable Energy Production in China,http://scholar.colorado.edu/honr_theses/143,2014-06-06,published,15
The Effect of Garbage Collection on Cache Performance ; CU-CS-528-91,http://scholar.colorado.edu/csci_techreports/508,2014-08-27,published,0
The Effect of Groundwater Temperature and DOM on Adsorption of cVOCs by GAC Adsorption,http://scholar.colorado.edu/cven_gradetds/152,2018-03-22,published,9
The Effect of Impurities on Permeance Through Chabazite Zeolite Membranes,http://scholar.colorado.edu/chen_gradetds/13,2018-05-21,published,9
The Effect of Impurities on Permeance Through Chabazite Zeolite Membranes,http://scholar.colorado.edu/chen_gradetds/10,,withdrawn,0
The Effect of Influent Nutrient Conditions and Biofiltration Pretreatment on Membrane Biofouling,http://scholar.colorado.edu/cven_gradetds/448,2019-01-30,published,2
The Effect of Infrastructure on Growth in Continental Europe,http://scholar.colorado.edu/honr_theses/1171,2016-05-12,published,27
The Effect of Judicial Elections on California Tort Law: A Study in Public Choice,http://scholar.colorado.edu/honr_theses/815,2015-04-29,published,58
The Effect of Language of Instruction on Comprehension of Conjunctions,http://scholar.colorado.edu/slhs_gradetds/11,2016-09-01,published,44
The Effect of M. vaccae Preimmunization on Anxiety- and Panic-like Behaviors,http://scholar.colorado.edu/honr_theses/1012,2016-05-09,published,24
The Effect of Melatonin on Nicotine Behaviors and Nicotinic Acetylcholine Receptor Function,http://scholar.colorado.edu/psyc_gradetds/50,2016-12-31,published,95
The Effect of Music Participation on Academic Achievement,http://scholar.colorado.edu/honr_theses/772,2015-04-28,published,210
The Effect of Note Taking Media and Preference on the Cognitive Processes Involved in Learning,http://scholar.colorado.edu/honr_theses/1244,2016-11-21,published,229
The Effect of Occupation on Employment Outcomes for Displaced Workers,http://scholar.colorado.edu/honr_theses/1722,2018-09-19,published,51
The Effect of Performance Shares on Executive Incentives,http://scholar.colorado.edu/badm_gradetds/3,2017-11-20,published,11
The Effect of Performance Shares on Executive Incentives,http://scholar.colorado.edu/badm_gradetds/12,2018-12-06,published,0
The Effect of Resident Advisor Interactions on Resident Enrollment: Undergraduate Research from the University of Colorado Boulder,http://scholar.colorado.edu/honr_theses/1330,2017-05-03,published,45
The Effect of Sleep Restriction on Executive Function and Emotion Regulation in Early Childhood,http://scholar.colorado.edu/honr_theses/538,2014-06-23,published,84
"The Effect of Stress, Time of Day and Adrenal Hormones on Bmal1, Per2 and C-Fos Expression in the Rat Hippocampus and Amygdala",http://scholar.colorado.edu/honr_theses/1343,2017-05-03,published,93
The Effect of Symmetrical and Asymmetrical Peer-Assisted Structures on Music Achievement and Learner Engagement in the Secondary Large Ensemble,http://scholar.colorado.edu/mued_gradetds/7,2017-08-08,published,23
The Effect of Temperature on Moisture Transfer in Concrete,http://scholar.colorado.edu/cven_gradetds/156,2018-03-22,published,9
The Effect of Temperature on Moisture Transport in Concrete.,http://scholar.colorado.edu/cven_facpapers/11,2018-07-06,published,1
The Effect of United Nations Peacekeeping Interventions on Civil War Duration: A Case Study Approach,http://scholar.colorado.edu/honr_theses/240,2014-06-16,published,7
The Effect of Wind Turbine Wakes on Summertime Midwest Atmospheric Wind Profiles as Observed with Ground Based Doppler LIDAR,http://scholar.colorado.edu/asen_gradetds/46,2016-09-21,published,8
The Effect of a Break on Textbook Reading Comprehension,http://scholar.colorado.edu/honr_theses/1500,2017-11-27,published,30
The Effect of a Brief Mindfulness Induction on Perceptions of Taste and Caloric Consumption in Emotional Eating in a Laboratory Context,http://scholar.colorado.edu/honr_theses/301,2014-06-16,published,57
The Effect of a Musical Intervention on Interpersonal and Intergroup Attitudes,http://scholar.colorado.edu/honr_theses/1744,2018-09-20,published,4
"The Effect of an External and Internal Focus of Attention on EMG, Acceleration and Dart Throwing with a Secondary Task",http://scholar.colorado.edu/honr_theses/1587,2018-05-22,published,33
The Effect of the Colorado Family Planning Initiative on Pregnancy Behaviors and Adverse Birth Outcomes: An Economic Analysis,http://scholar.colorado.edu/honr_theses/1043,2016-05-09,published,232
The Effect of the Postnasal on the Gestural Overlapping between the Nasal and the Vowel in Saudi Arabic,http://scholar.colorado.edu/ling_gradetds/44,2017-03-29,published,16
The Effectiveness of Calculus Workgroup on Student Performance in Calculus: A Mixed-Methods Approach,http://scholar.colorado.edu/appm_gradetds/1,2015-02-24,published,65
"The Effects Of Environmental Heterogeneity At Multiple Scales On A Community Of Five Diurnal Lemurs In Betampona Natural Reserve, Madagascar: A Landscape Ecology Approach",http://scholar.colorado.edu/anth_gradetds/17,2016-09-20,published,5
"The Effects of Abandoned Mines on Tree Health in Boulder Canyon, CO and an Analysis of Abandoned Mine Lands Mitigation Policies",http://scholar.colorado.edu/honr_theses/1279,2017-05-03,published,49
The Effects of Abstract Subcategory Representations on Selection Demands,http://scholar.colorado.edu/honr_theses/637,2014-07-24,published,7
The Effects of Age on the Muscular Actions and Biomechanics of Uphill and Downhill Walking,http://scholar.colorado.edu/iphy_gradetds/14,2016-10-28,published,13
The Effects of Beam Stabilization on Mode Coupling in a Hollow Cylindrical Waveguide,http://scholar.colorado.edu/honr_theses/530,2014-06-23,published,13
The Effects of Caffeine on Sleep Following Sleep Deprivation,http://scholar.colorado.edu/honr_theses/629,2014-07-24,published,113
"The Effects of Climate Change on an Alpine Lake System, a Mesocosm Experiment",http://scholar.colorado.edu/envs_gradetds/65,2018-11-01,published,1
"The Effects of Climate Change on an Alpine Lake System, a Mesocosm Experiment",http://scholar.colorado.edu/envs_gradetds/52,2017-11-10,published,24
The Effects of Composition on Thermosphere Mass Density Response to Geomagnetic Activity,http://scholar.colorado.edu/asen_gradetds/74,2017-01-18,published,28
The Effects of Context and Presentation Rate on the First 200 msec of Word Recognition,http://scholar.colorado.edu/honr_theses/1272,2017-01-18,published,11
The Effects of Decentralized Health Service Delivery Models on Women’s Health,http://scholar.colorado.edu/psci_gradetds/24,2017-01-13,published,16
The Effects of Density Model Phase Errors on Orbit Prediction,http://scholar.colorado.edu/asen_gradetds/33,2016-08-18,published,7
"The Effects of Dental Impairment on the Biology and Behavioral Ecology of Wild Ring-tailed Lemurs (Lemur catta) at the Bezà Mahafaly Special Reserve, Madagascar",http://scholar.colorado.edu/anth_gradetds/52,2017-05-19,published,12
The Effects of Depression and Rumination on False Memory,http://scholar.colorado.edu/honr_theses/10,2014-06-04,published,588
"The Effects of Dietary Prebiotics and Chronic Circadian Disruption on Sleep, Cognition, and Adrenal Sensitivity",http://scholar.colorado.edu/iphy_gradetds/76,2018-10-11,published,1
The Effects of Dissolved Organic Matter on Mercury-Sulfide Interactions in Aqueous Systems,http://scholar.colorado.edu/cven_gradetds/234,2018-06-29,published,3
The Effects of Divided Government and Polarization on the Behavior of Federal Circuit Court Judges,http://scholar.colorado.edu/honr_theses/1338,2017-05-03,published,34
The Effects of Early-Life Exercise on Neurotrophic Factor Expression Throughout the Lifespan,http://scholar.colorado.edu/honr_theses/50,2014-06-06,published,25
The Effects of Easy-to-Difficult versus Difficult-to-Easy Practice Order on a Bimanual Lever-Positioning Task,http://scholar.colorado.edu/honr_theses/161,2014-06-06,published,20
The Effects of Ethyl Oleate on the Behavior of Apis mellifera,http://scholar.colorado.edu/honr_theses/819,2015-04-29,published,37
"The Effects of Experimental Habitat Fragmentation on the Generalist Predator, the Funnel-web Spider, Atrax sutherlandi.",http://scholar.colorado.edu/honr_theses/1561,2018-05-22,published,20
The Effects of Familiar Melody Presentation Versus Spoken Presentation on Novel Word Learning,http://scholar.colorado.edu/slhs_gradetds/56,2018-12-06,published,1
The Effects of Familiar Melody Presentation Versus Spoken Presentation on Novel Word Learning,http://scholar.colorado.edu/slhs_gradetds/49,2017-10-31,published,12
The Effects of Fuel Reduction Treatments on Soil Nutrients in Pinyon-Juniper Woodlands,http://scholar.colorado.edu/honr_theses/66,2014-06-06,published,12
The Effects of Governmental Programs on Dairy Production: An Analysis of the Modern Dairy Industry,http://scholar.colorado.edu/honr_theses/1324,2017-05-03,published,34
The Effects of High Pressure on the Fluorescence Behavior of Red Fluorescent Proteins,http://scholar.colorado.edu/honr_theses/665,2014-07-24,published,37
"The Effects of Human Trampling Disturbance, Plant-Plant Interactions, and Climate on the Performance and Distribution of the Alpine Cushion Plant Silene Acaulis",http://scholar.colorado.edu/envs_gradetds/75,2019-01-28,published,1
The Effects of Interactive Screen Media and Desirable Difficulty on Word Learning in Young Children,http://scholar.colorado.edu/honr_theses/1173,2016-05-13,published,167
The Effects of Internal and External Focus of Attention on Balance and Dart Throwing: A Dual Task Approach,http://scholar.colorado.edu/honr_theses/1551,2018-05-22,published,61
The Effects of Iron on Optical Properties of Dissolved Organic Matter,http://scholar.colorado.edu/cven_gradetds/333,2018-07-20,published,1
The Effects of LSVT® LOUD and LSVT® CLEAR on vowel production in STN-DBS Subjects with Idiopathic Parkinson's Disease,http://scholar.colorado.edu/slhs_gradetds/6,2016-07-26,published,44
The Effects of Land-Cover Change and Topography on Nitrogen Cycling in a Lowland Tropical Forest of Costa Rica,http://scholar.colorado.edu/honr_theses/138,2014-06-06,published,8
The Effects of Large Mammalian Herbivores on Plant and Insect Communities in Kenya,http://scholar.colorado.edu/honr_theses/1166,2016-05-12,published,51
The Effects of Lithospheric Thickness Variations On the Dynamics of the Earth's Upper Mantle,http://scholar.colorado.edu/geol_gradetds/9,2016-02-17,published,14
"The Effects of Logging, Fire and Blowdown on Colorado Subalpine Forest Soil",http://scholar.colorado.edu/ebio_gradetds/9,2016-05-27,published,25
The Effects of Long-Term Habitat Fragmentation on Ant Communities and Their Contributed Ecosystem Functions in an Australian Eucalyptus Forest,http://scholar.colorado.edu/ebio_gradetds/99,2017-10-31,published,22
The Effects of Long-Term Habitat Fragmentation on Ant Communities and Their Contributed Ecosystem Functions in an Australian Eucalyptus Forest,http://scholar.colorado.edu/ebio_gradetds/122,2018-12-06,published,1
The Effects of Loving-Kindness Meditation on Early Parenting,http://scholar.colorado.edu/honr_theses/595,2014-07-24,published,40
The Effects of Magnetic Field Morphology on the Determination of Oxygen and Iron Abundances in the Solar Photosphere,http://scholar.colorado.edu/astr_facpapers/28,2017-09-19,published,2
